Id,OrderAt,StoreId,UserId
ec17d173-f0e8-4b4a-ac18-6d13ce9b2b4e,2020-04-28 07:52:21,267f70a1-cc41-43ce-a344-8806e036a9f1,e508c3a8-c4d3-482e-b645-57025c18e0e0
376bc79c-0b59-42e6-971d-7b3f7d6abc89,2022-11-12 10:30:45,8c5ac0b0-991f-4654-ba23-de60a6d778ef,d06b9281-6bfa-45f6-aaa1-f5b62e47ff28
a1dacbf0-ce01-4003-b85c-c1367b7eac40,2023-11-04 23:41:59,384b808d-30c0-472e-9304-771421a9561e,1360807e-cf4d-43d2-9b1f-7cc735e2f58f
5849fafa-b0da-403b-9eb1-926ff35cef55,2020-05-01 20:19:29,4c22151e-ed70-48a0-8324-d5957646ee0d,0e72e211-1d00-41f6-8fd3-c37025554ddb
c4392866-8959-42b7-9ffa-bc0db67f178b,2023-01-22 00:39:25,cc512732-4fcf-493c-8eb2-c31f50e69a62,39dfd0b1-143f-4772-ab70-09ac7b595cb8
59f1598b-383b-4133-92c6-f3ace95997d8,2022-01-27 16:50:12,e34b3174-382e-402a-acc3-e63a85231cef,3eb7cecd-6c04-414b-850d-e3ade9481206
a8184220-9bae-4bb6-9273-3ea37e8aee7c,2023-05-04 10:59:30,32e55da2-f750-4215-abca-9d27019bf35b,0c85ebb2-8a08-492d-81f1-79cfeb3ce810
34965253-12a7-4372-b3ab-584439744e4f,2020-10-19 16:01:56,f851556e-e3db-4fbf-a8fa-266adac063f2,edbcd730-61df-4a69-bcde-6dfdd0dc5956
07b9775c-be6b-473d-bc11-d5fee17c0e10,2021-09-22 13:00:31,d953e377-288f-425c-adbe-3fa5b6e12bf8,51ed3e4f-0572-47ac-9098-07f39a45993b
6bb51c86-39a0-470a-b555-42832297db43,2023-08-25 22:38:14,871d2239-9e17-46f1-bc67-8937b98b77bc,162f26ec-33c6-4a75-a898-8aa0b169178f
e78b3b53-81af-4427-9203-e38fbe2ebcba,2021-02-05 03:27:06,5bc8b2d6-f45c-4610-9eb7-07e2aab5800f,5e29812e-de42-400b-ad98-52f2f4b3844d
cc113b88-5340-459b-a7bf-307c28a581a3,2020-07-16 08:01:50,d2ba7896-37b1-43d0-bda7-22c8f373db81,28558b9e-ff77-4d3e-9e8a-97529aef02ce
eb359354-1d4c-4348-b3d3-b4173f31313f,2022-03-14 11:04:51,3269aa0e-3c0d-4b5c-8d21-a55477eb6e81,d0bcca47-d8e3-44ff-b28f-f09024cf2fe0
bfb13d00-dc25-442a-9b1a-6c5bac8ee515,2020-04-27 09:18:06,4e187261-4e3a-4c7f-b48e-3354e931d583,bac438bc-dc34-497b-b96d-bdfd9192b993
869d10ca-6314-4ce2-821c-589abf38d6f0,2021-08-21 08:05:17,4b8b18b9-d77f-429d-aaf4-3a7d08da61cb,2a65fc70-2aa7-446d-80c0-6ceded3b64ca
5b6a9e13-b150-4d2c-bd9d-e0b32c126f31,2020-01-16 18:08:57,d953e377-288f-425c-adbe-3fa5b6e12bf8,024a428c-d178-49c2-b490-52c43e11b13c
6c807669-8a77-4b3d-8d5f-c0b9eaed35f7,2020-11-03 18:51:14,d077b246-d78d-4292-9016-59bbabaf0bbc,a21d7757-4e2d-49e0-a386-1972a8d18ae8
c5ae6c39-16b2-4283-a8c1-6fdf146a84a7,2023-08-18 09:14:17,7c46ab17-da9a-4bdf-b1dd-c863298afc42,9d94806a-9b14-4662-b27e-0d0d307cb667
60011622-f847-41e3-9ea8-2b49e5e999ea,2021-03-19 02:59:04,70e1619d-92c5-4f9e-8c0b-ff4437423aef,5b7725d8-5cef-4bd2-a86a-fc0936bcb4e9
51c8bd77-74e9-484a-9b91-f8342b60a247,2021-01-19 04:15:12,1263bffa-035b-4546-893a-8ecb7f2ed3ad,fa50f4c7-e97d-43ec-b5f1-b4a4a0ee5191
9f274847-bcad-48ad-a41f-ad122e8ae8c4,2022-01-30 13:41:54,5aa0c8de-b115-47b5-9f4b-110f222aa49e,be1673bf-f710-4947-8775-76485f670975
56f1d36b-bddd-491b-847a-6ecb6f87fa0d,2023-11-11 18:00:24,3269aa0e-3c0d-4b5c-8d21-a55477eb6e81,b74f067a-d2ef-4b87-875f-887c0987b903
edc7f083-69c6-4413-8daa-5fbffcc7d264,2021-11-14 21:45:07,a41734a9-a647-4bb5-93c3-b9dc610872e7,e95c8584-63b6-41f9-a3c7-33708d176c01
a92c1282-2552-4d39-a2b6-b54e2fa3f6e2,2023-03-07 04:05:16,51de2dbb-3263-4967-ae65-749a081c18a9,97017c1e-75d0-4a87-b69a-3e26f31e9bc2
466c09b6-f37a-420a-a213-6696c3fb0f8d,2023-12-20 22:21:41,cf9b5653-ca84-4dff-83b5-821f808906e5,96aa47b5-7f97-4fa1-b58f-d8a8cfbb1f77
56993ff7-e85b-4620-9007-6f5f853ff90b,2023-01-29 17:07:36,c4d0842c-dfb6-43d1-95e3-2d58190c94db,8e25d594-b821-45f6-a72f-9cbb148b9d99
ef21b334-f04e-474b-b137-35e8d7e10b86,2022-08-02 07:23:43,18d8ebef-6cd8-4773-8439-25d6ae2ed350,d725e3ab-857a-4843-a822-3435d57d9bbf
35eb21da-1ec8-40de-b3b4-6e1c56392cb9,2023-04-30 05:15:47,c389849b-7104-42b5-96c2-02f4bef5ae66,53bc7df3-66af-47c7-98d2-e3d7908aafc3
078573b6-c9c0-41b6-bb0d-d5648d582971,2021-10-17 21:36:11,8584a9f9-2f89-46bf-b439-87d407270e13,12f1c6ea-2115-4bc6-8673-da8606226495
a16f8c75-8de0-4220-8439-f27b01f36bd1,2020-04-27 03:45:29,b95f0792-747d-4772-a292-8a1327bd5c3f,703015bd-6d4e-428e-97c6-186dc8f2a680
093ab807-de8b-4659-95b2-41d3c5322dc9,2021-08-26 08:09:56,ca0dd4fe-40e2-40a3-8c28-90505bd1b80b,c2bdab61-ad7f-44ec-808c-bf057ecfe995
1e17ddce-27e2-461e-b96b-c6a9cc8abb01,2022-08-26 07:51:56,5aa0c8de-b115-47b5-9f4b-110f222aa49e,7ab9a3c8-efb6-4d76-a5b8-a4febe48217f
e511f671-3593-4346-941e-9546bced9956,2023-09-20 02:11:45,a53f806c-4b1c-4be5-bb97-745e0ac3a1f1,a5778868-aaeb-4063-b2dc-428c377c93fd
1f51a551-e8b1-4759-8c3a-8ef77207299f,2023-09-19 01:52:01,2393fd3f-b173-4e0e-a96e-63421b7d4e99,dd97fe2c-02c8-40e8-ba3e-2ee1a53e0953
278aee17-8ac0-4189-bf1b-8363ab24f338,2022-07-06 08:11:33,46badded-e27f-4729-976d-9954d5f57bf0,d07eb0e2-23bf-4b1d-a68e-665e82abb8e6
82926c60-64cc-42de-8fcd-50fb3c0f0891,2022-04-19 15:51:02,09485e9e-bfcf-449e-84ac-5711726c7d00,b7c023ea-8410-4cbd-abf2-b8dcd48e4d14
1daa3b19-a4e4-4e92-968f-b5255fb4e7cf,2020-04-24 09:46:55,d8580f73-6f08-4dae-aa3a-c5eb592b471f,d111279c-5b6a-4589-8e98-8eb97528128e
f965af69-753e-41a6-8a8b-6cfe48ee4486,2023-10-27 19:05:42,6529fc68-fc99-4f09-a9e1-cfb7b23a5825,2993e2cc-c124-47ed-ae9f-a67764511f07
da9fbefa-2f9f-4825-a264-000d9ad0fd8c,2021-09-11 03:26:49,da7bffaf-829b-4b82-8463-e0c94a8316db,928604c5-ff5c-480e-8d51-8ae10bc3500a
5803f4fa-6a0c-4145-bc24-baa2bd8d4e9e,2022-08-28 00:13:18,cc512732-4fcf-493c-8eb2-c31f50e69a62,6cc93de0-845a-4139-b444-996b08e60614
b7e58e1d-39b5-4916-8336-77b9416d72c4,2020-12-14 07:54:26,8584a9f9-2f89-46bf-b439-87d407270e13,19ca795a-7201-47c0-86b0-6177c80e3b97
b6b97f15-0b9a-4991-a2cd-1ffa66f57b4a,2021-02-17 16:48:01,4b902671-ea28-4e3f-8352-48bd075ceea0,451e00f8-73f2-4059-9181-ca4c9043d080
15ad5890-9d4b-44ee-a821-c59bd80d9b4d,2020-06-22 13:35:21,384b808d-30c0-472e-9304-771421a9561e,92fb8488-fcb8-4ac9-9905-e6c6d1bc5f4f
214d0854-7e2c-4daf-9828-8db3ece3d7ee,2021-09-27 09:39:22,6529fc68-fc99-4f09-a9e1-cfb7b23a5825,6213798f-e7fc-4217-a663-2e5046fe2d7a
da70070c-9c2e-4cb9-9a60-9318de87ee1b,2023-12-02 21:45:16,98bc1d03-3679-4659-b5a4-00aabbd01c8c,4c964635-39b3-4759-a488-3b83e3f0f0c2
90cf50b7-bccf-4996-917e-cf03638c92da,2021-10-06 05:16:01,642926b4-a96e-4484-8933-26cd841e6eee,39d30998-a48a-4427-8b0c-fd5dc2ba65e3
c0f3aa06-6c2a-4ef2-940d-261803d7a9b0,2021-01-28 18:36:28,d077b246-d78d-4292-9016-59bbabaf0bbc,ec797e85-f424-4a55-b662-55251aed5dbc
12d7130c-5145-4a77-b835-5a01bc3135f3,2023-06-04 05:54:06,086f5002-a767-4013-827c-03cdce2e2d07,0ac359c3-74b3-4561-aa41-4ff75dc44b73
57a9d642-959f-4141-b96e-ade10be22519,2023-12-17 20:57:00,063931ca-16a0-4541-90bb-df70aef43fc7,ac329503-0fe6-49bd-b3e1-4d62d013841a
b825e12e-9e72-4347-a709-82e0d75f4760,2023-06-01 08:21:37,0e6bf100-8876-4d7f-93aa-ac5e4d425cc8,6a5ffd1f-1f91-404f-a63e-abfec09d3043
6753105d-9101-410f-bc61-9b2ee03d25ec,2020-06-14 19:58:19,871d2239-9e17-46f1-bc67-8937b98b77bc,7a3ec772-51f4-4086-863e-77266d2a94ee
